#	Naam	Aanbevolen door	Aantal stemmen	Procentueel	District	Verkiezingdatum	Type	Omvang electoraat	Opkomst	Aantal stembriefjes	Aantal stemmen geldig	Aantal stemmen blanco	Aantal zetels	Kiesdrempel
1.	mr. B.  Wichers		700	83.73%	Groningen	30/11/1848	algemeen	1,191	838	838	836	0	1	418
2.	W.L. de Sturler		34	4.07%	Groningen	30/11/1848	algemeen	1,191	838	838	836	0	1	418
3.	mr. A.  Oudeman		22	2.63%	Groningen	30/11/1848	algemeen	1,191	838	838	836	0	1	418
4.	L.T.  Jorissen		21	2.51%	Groningen	30/11/1848	algemeen	1,191	838	838	836	0	1	418
5.	jhr.mr. O.Q.J.J. van Swinderen		14	1.67%	Groningen	30/11/1848	algemeen	1,191	838	838	836	0	1	418
1.	G.  Reinders		357	42.30%	Onderdendam	30/11/1848	algemeen	1,568	847	844	844	0	1	422
2.	mr. A.  Oudeman		113	13.39%	Onderdendam	30/11/1848	algemeen	1,568	847	844	844	0	1	422
3.	J.G.  Allershof		96	11.37%	Onderdendam	30/11/1848	algemeen	1,568	847	844	844	0	1	422
4.	dr. R.  Westerhoff		94	11.14%	Onderdendam	30/11/1848	algemeen	1,568	847	844	844	0	1	422
5.	mr. A.  Beckeringh		59	6.99%	Onderdendam	30/11/1848	algemeen	1,568	847	844	844	0	1	422
6.	mr. P.  Brongers		36	4.27%	Onderdendam	30/11/1848	algemeen	1,568	847	844	844	0	1	422
1.	G.  Reinders		559	77.42%	Onderdendam	11/12/1848	herstemming	1,568	727	727	722	4	1	361
2.	mr. A.  Oudeman		163	22.58%	Onderdendam	11/12/1848	herstemming	1,568	727	727	722	4	1	361
1.	mr. B.  Wichers		542	63.02%	Appingedam	30/11/1848	algemeen	1,586	865	865	860	4	1	430
2.	P.W.  Wiertsema		116	13.49%	Appingedam	30/11/1848	algemeen	1,586	865	865	860	4	1	430
3.	W.  Waalkens		84	9.77%	Appingedam	30/11/1848	algemeen	1,586	865	865	860	4	1	430
4.	G.  Reinders		57	6.63%	Appingedam	30/11/1848	algemeen	1,586	865	865	860	4	1	430
5.	J.F.  Zijlker		21	2.44%	Appingedam	30/11/1848	algemeen	1,586	865	865	860	4	1	430
1.	mr. R. de Sitter		257	35.64%	Winschoten	30/11/1848	algemeen	1,183	722	722	721	1	1	361
2.	J.F.  Zijlker		207	28.71%	Winschoten	30/11/1848	algemeen	1,183	722	722	721	1	1	361
3.	mr. S.C.H.  Piccardt		181	25.10%	Winschoten	30/11/1848	algemeen	1,183	722	722	721	1	1	361
4.	mr. J.C. van Slooten		27	3.74%	Winschoten	30/11/1848	algemeen	1,183	722	722	721	1	1	361
5.	mr. G.  Diephuis		24	3.33%	Winschoten	30/11/1848	algemeen	1,183	722	722	721	1	1	361
1.	J.F.  Zijlker		530	64.56%	Appingedam	11/12/1848	tussentijds	1,586	831	831	821	7	1	411
2.	P.W.  Wiertsema		158	19.24%	Appingedam	11/12/1848	tussentijds	1,586	831	831	821	7	1	411
3.	W.  Waalkens		72	8.77%	Appingedam	11/12/1848	tussentijds	1,586	831	831	821	7	1	411
1.	dr. R.  Westerhoff		225	32.89%	Appingedam	27/12/1848	tussentijds	1,586	686	687	684	3	1	342
2.	mr. W.J.  Mees		133	19.44%	Appingedam	27/12/1848	tussentijds	1,586	686	687	684	3	1	342
3.	mr. D.  Bonthuis		117	17.11%	Appingedam	27/12/1848	tussentijds	1,586	686	687	684	3	1	342
4.	P.W.  Wiertsema		101	14.77%	Appingedam	27/12/1848	tussentijds	1,586	686	687	684	3	1	342
5.	W.  Waalkens		98	14.33%	Appingedam	27/12/1848	tussentijds	1,586	686	687	684	3	1	342
1.	dr. R.  Westerhoff		563	75.77%	Appingedam	03/01/1849	herstemming	1,586	746	746	743	3	1	372
2.	mr. W.J.  Mees		180	24.23%	Appingedam	03/01/1849	herstemming	1,586	746	746	743	3	1	372
1.	J.F.  Zijlker		506	71.77%	Winschoten	11/12/1848	herstemming	1,183	706	709	705	4	1	353
2.	mr. R. de Sitter		198	28.09%	Winschoten	11/12/1848	herstemming	1,183	706	709	705	4	1	353
1.	mr. B.  Albarda		344	66.15%	Leeuwarden	30/11/1848	algemeen	673	519	520	520	0	1	260
2.	mr. B.H. van der Haer		131	25.19%	Leeuwarden	30/11/1848	algemeen	673	519	520	520	0	1	260
3.	I.T. ter Brugghen Hugenholtz		11	2.12%	Leeuwarden	30/11/1848	algemeen	673	519	520	520	0	1	260
4.	mr. A.  Ypey		7	1.35%	Leeuwarden	30/11/1848	algemeen	673	519	520	520	0	1	260
1.	mr. S. baron van Heemstra		156	45.75%	Leeuwarden	30/10/1849	tussentijds	673	343	343	341	2	1	171
2.	mr. A.F.  Jongstra		149	43.70%	Leeuwarden	30/10/1849	tussentijds	673	343	343	341	2	1	171
3.	mr. A.  Ypey		10	2.93%	Leeuwarden	30/10/1849	tussentijds	673	343	343	341	2	1	171
1.	mr. S. baron van Heemstra		256	50.39%	Leeuwarden	08/11/1849	herstemming	673	508	508	508	0	1	254
2.	mr. A.F.  Jongstra		252	49.61%	Leeuwarden	08/11/1849	herstemming	673	508	508	508	0	1	254
1.	mr. B.  Albarda		341	52.87%	Dokkum	30/11/1848	algemeen	984	650	650	645	5	1	323
